op,canonical_id,datetime_utc,currency,name_raw,name_canonical,actual,forecast,previous,forecast_origin,set_fields,old,reason,evidence
delete,aud_employment_change,2024-01-16 00:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-18 00:30:00 actual=-65.1 forecast=15.4 previous=72.6 in the parquet
delete,gbp_retail_sales,2024-01-17 07:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-19 07:00:00 actual=-3.2 forecast=-0.5 previous=1.4 in the parquet
delete,jpy_core_machinery_orders,2024-01-19 23:50:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-17 23:50:00 actual=-4.9 forecast=-0.8 previous=0.7 in the parquet
delete,jpy_core_cpi,2024-01-21 05:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-23 05:00:00 actual=2.6 forecast=2.8 previous=2.7 in the parquet
delete,gbp_average_weekly_earnings_total_pay,2024-01-21 07:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-16 07:00:00 actual=6.5 forecast=6.8 previous=7.2 in the parquet
delete,gbp_claimant_count_change,2024-01-21 07:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-16 07:00:00 actual=11.7 forecast=18.1 previous=0.6 in the parquet
delete,usd_initial_jobless_claims,2024-01-23 13:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-25 13:30:00 actual=214.0 forecast=199.0 previous=189.0 in the parquet
delete,jpy_cpi,2024-01-23 23:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-18 23:30:00 actual=2.3 forecast=2.3 previous=2.5 in the parquet
delete,jpy_sppi,2024-01-27 23:50:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-25 23:50:00 actual=2.4 forecast=2.4 previous=2.4 in the parquet
delete,aud_import_prices,2024-01-30 00:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-02-01 00:30:00 actual=1.1 forecast=0.6 previous=0.8 in the parquet
delete,chf_retail_sales,2024-01-30 07:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-31 07:30:00 actual=-0.8 forecast=0.9 previous=-1.5 in the parquet
delete,eur_ecb_interest_rate_decision,2024-01-30 13:15:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-25 13:15:00 actual=4.5 forecast=4.5 previous=4.5 in the parquet
delete,usd_advance_gdp_price_index,2024-01-30 13:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-25 13:30:00 actual=1.5 forecast=2.3 previous=3.3 in the parquet
delete,jpy_tokyo_core_cpi,2024-01-30 23:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-25 23:30:00 actual=1.6 forecast=1.9 previous=2.1 in the parquet
delete,jpy_unemployment_rate,2024-01-30 23:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-29 23:30:00 actual=2.4 forecast=2.5 previous=2.5 in the parquet
delete,aud_ppi,2024-01-31 00:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-02-02 00:30:00 actual=0.9 forecast=1.9 previous=1.8 in the parquet
delete,usd_core_pce_price_index,2024-01-31 13:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2024-01-26 13:30:00 actual=0.2 forecast=0.2 previous=0.1 in the parquet
delete,jpy_boj_interest_rate_decision,2024-12-17 22:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.25, ""previous"": 0.25, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
delete,chf_procurech_manufacturing_pmi,2025-01-02 08:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 48.4, ""previous"": 48.5, ""forecast_origin"": ""unknown"", ""jb_status"": null}",JB 0.0 placeholder on a level/index series next to the real print of the same release,real print 2025-01-03 08:30:00 actual=48.4 forecast=48.4 previous=48.5 in the parquet
delete,chf_retail_sales,2025-01-06 06:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 1.3, ""previous"": 1.4, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}",DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,real print 2025-01-06 07:30:00 actual=0.8 forecast=1.3 previous=1.5 in the parquet
delete,jpy_boj_interest_rate_decision,2025-01-22 22:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.5, ""previous"": 0.25, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
delete,jpy_boj_interest_rate_decision,2025-03-17 21:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.5, ""previous"": 0.5, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
delete,chf_ppi,2025-04-14 06:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.2, ""previous"": 0.3, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}",DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,real print 2025-04-14 06:35:00 actual=0.1 forecast=0.2 previous=0.3 in the parquet
delete,jpy_boj_interest_rate_decision,2025-04-29 21:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.5, ""previous"": 0.5, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
delete,jpy_core_cpi,2025-05-27 05:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 2.3, ""previous"": 2.2, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}",DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,real print 2025-05-27 05:02:00 actual=2.4 forecast=2.3 previous=2.2 in the parquet
delete,chf_unemployment_rate,2025-06-04 21:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 2.8, ""previous"": 2.8, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}",JB 0.0 placeholder on a level/index series next to the real print of the same release,real print 2025-06-05 07:00:00 actual=2.9 forecast=2.8 previous=2.8 in the parquet
delete,chf_unemployment_rate,2025-06-05 05:45:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 2.8, ""previous"": 2.8, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}",JB 0.0 placeholder on a level/index series next to the real print of the same release,real print 2025-06-05 07:00:00 actual=2.9 forecast=2.8 previous=2.8 in the parquet
delete,jpy_boj_interest_rate_decision,2025-06-15 21:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.5, ""previous"": 0.5, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
delete,jpy_boj_interest_rate_decision,2025-07-29 21:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.5, ""previous"": 0.5, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
delete,jpy_core_cpi,2025-08-26 05:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 2.4, ""previous"": 2.3, ""forecast_origin"": ""unknown"", ""jb_status"": ""Good Data""}",DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,real print 2025-08-26 05:10:00 actual=2.0 forecast=2.4 previous=2.3 in the parquet
delete,chf_retail_sales,2025-09-01 05:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 3.6, ""previous"": 3.8, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}",DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,real print 2025-09-01 06:30:00 actual=0.7 forecast=3.6 previous=3.9 in the parquet
delete,jpy_boj_interest_rate_decision,2025-09-17 21:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.5, ""previous"": 0.5, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
delete,usd_average_hourly_earnings,2025-10-02 21:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.3, ""previous"": 0.3, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}",placeholder for the employment report postponed by the US shutdown; the September 2025 data was published 2025-11-20 (present),https://www.bls.gov/bls/2025-lapse-revised-release-dates.htm (config/known_gaps.yaml us_shutdown_2025)
delete,usd_nonfarm_payrolls,2025-10-02 21:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 52.0, ""previous"": 22.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}",placeholder for the employment report postponed by the US shutdown; the September 2025 data was published 2025-11-20 (present),https://www.bls.gov/bls/2025-lapse-revised-release-dates.htm (config/known_gaps.yaml us_shutdown_2025)
delete,usd_unemployment_rate,2025-10-02 21:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 4.3, ""previous"": 4.3, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}",placeholder for the employment report postponed by the US shutdown; the September 2025 data was published 2025-11-20 (present),https://www.bls.gov/bls/2025-lapse-revised-release-dates.htm (config/known_gaps.yaml us_shutdown_2025)
delete,chf_procurech_manufacturing_pmi,2025-12-01 08:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 49.0, ""previous"": 48.2, ""forecast_origin"": ""unknown"", ""jb_status"": null}",JB 0.0 placeholder on a level/index series next to the real print of the same release,real print 2025-12-04 08:30:00 actual=49.7 forecast=48.9 previous=48.2 in the parquet
delete,jpy_boj_interest_rate_decision,2025-12-17 22:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.75, ""previous"": 0.5, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
delete,usd_initial_jobless_claims,2026-02-19 12:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 223.0, ""previous"": 227.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}",JB 0.0 placeholder on a level/index series next to the real print of the same release,real print 2026-02-19 13:30:00 actual=206.0 forecast=223.0 previous=229.0 in the parquet
delete,aud_s_p_global_manufacturing_pmi,2026-02-19 21:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 52.3, ""forecast_origin"": ""unknown"", ""jb_status"": ""Data Not Loaded""}",JB 0.0 placeholder on a level/index series next to the real print of the same release,real print 2026-02-19 22:00:00 actual=51.5 forecast=0.0 previous=52.3 in the parquet
delete,aud_s_p_global_services_pmi,2026-02-19 21:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 56.3, ""forecast_origin"": ""unknown"", ""jb_status"": ""Data Not Loaded""}",JB 0.0 placeholder on a level/index series next to the real print of the same release,real print 2026-02-19 22:00:00 actual=52.2 forecast=0.0 previous=56.3 in the parquet
delete,jpy_cpi,2026-02-19 22:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 2.0, ""previous"": 2.4, ""forecast_origin"": ""unknown"", ""jb_status"": ""Data Not Loaded""}",DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,real print 2026-02-19 23:30:00 actual=2.0 forecast=2.0 previous=2.4 in the parquet
delete,jpy_au_jibun_bank_manufacturing_pmi,2026-02-19 23:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 51.3, ""previous"": 51.5, ""forecast_origin"": ""unknown"", ""jb_status"": ""Data Not Loaded""}",JB 0.0 placeholder on a level/index series next to the real print of the same release,real print 2026-02-20 00:30:00 actual=52.8 forecast=51.3 previous=51.5 in the parquet
delete,eur_s_p_global_manufacturing_pmi,2026-02-20 08:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 49.9, ""previous"": 49.5, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}",JB 0.0 placeholder on a level/index series next to the real print of the same release,real print 2026-02-20 09:00:00 actual=50.8 forecast=49.9 previous=49.5 in the parquet
delete,eur_s_p_global_services_pmi,2026-02-20 08:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 51.9, ""previous"": 51.6, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}",JB 0.0 placeholder on a level/index series next to the real print of the same release,real print 2026-02-20 09:00:00 actual=51.8 forecast=51.9 previous=51.6 in the parquet
delete,usd_advance_gdp_price_index,2026-02-20 12:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 2.8, ""previous"": 3.8, ""forecast_origin"": ""unknown"", ""jb_status"": ""Data Not Loaded""}",DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,real print 2026-02-20 13:30:00 actual=0.4 forecast=0.4 previous=0.4 in the parquet
delete,jpy_core_cpi,2026-02-24 05:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Data Not Loaded""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2026-02-25 05:00:00 actual=1.7 forecast=1.8 previous=1.9 in the parquet
delete,chf_gdp,2026-02-25 08:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Data Not Loaded""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2026-02-27 07:00:00 actual=0.1 forecast=0.2 previous=-0.4 in the parquet
delete,chf_retail_sales,2026-02-26 07:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.0, ""previous"": 0.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Data Not Loaded""}","JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",real print 2026-03-02 07:30:00 actual=-1.1 forecast=2.7 previous=2.8 in the parquet
delete,jpy_tokyo_core_cpi,2026-02-26 22:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 1.7, ""previous"": 2.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Data Not Loaded""}",DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,real print 2026-02-26 23:30:00 actual=1.8 forecast=1.7 previous=2.0 in the parquet
delete,jpy_prelim_industrial_production,2026-02-26 22:50:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 5.5, ""previous"": -0.1, ""forecast_origin"": ""unknown"", ""jb_status"": ""Data Not Loaded""}",DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,real print 2026-02-26 23:50:00 actual=1.8 forecast=0.1 previous=-0.9 in the parquet
delete,jpy_boj_interest_rate_decision,2026-04-26 21:00:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 0.75, ""previous"": 0.75, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
delete,jpy_boj_interest_rate_decision,2026-07-29 21:00:00,,,,,,,,,"{""actual"": null, ""forecast"": 1.0, ""previous"": 1.0, ""forecast_origin"": ""unknown"", ""jb_status"": ""Bad Data""}","BoJ placeholder row (JB 0.0/NaN at 00:00 server time or a pre-print re-listing), not the decision itself",real decision row kept/inserted at the FF release time (see the insert for the same meeting)
delete,jpy_tokyo_core_cpi,2026-07-30 22:30:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 1.8, ""previous"": 1.6, ""forecast_origin"": ""ff"", ""jb_status"": ""Bad Data""}",DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,real print 2026-07-30 23:30:00 actual=1.9 forecast=1.8 previous=1.6 in the parquet
delete,jpy_prelim_industrial_production,2026-07-30 22:50:00,,,,,,,,,"{""actual"": 0.0, ""forecast"": 1.0, ""previous"": 0.1, ""forecast_origin"": ""ff"", ""jb_status"": ""Good Data""}",DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,real print 2026-07-30 23:50:00 actual=1.3 forecast=1.0 previous=0.1 in the parquet
