canonical_id,datetime_utc,reason,source
cad_common_cpi,2023-01-16 13:30:00,wrong-year copy of the 2024-01-16 print (identical 3.9/3.8/3.9; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-17 13:32,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_core_cpi,2023-01-16 13:30:00,purged earlier (see source),migrations/2026-07-31_purge_jan2023_duplicates.py
cad_core_cpi,2025-04-14 21:00:00,pre-print copy / re-listing (actual 0.0 or empty) next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_core_cpi,2025-04-15 12:30:00,pre-print copy / re-listing (actual 0.0 or empty) next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_core_cpi,2025-05-19 21:00:00,pre-print copy / re-listing (actual 0.0 or empty) next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_core_cpi,2025-05-20 12:30:00,pre-print copy / re-listing (actual 0.0 or empty) next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_core_cpi,2025-11-16 22:00:00,pre-print copy / re-listing (actual 0.0 or empty) next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_core_cpi,2025-11-17 13:30:00,pre-print copy / re-listing (actual 0.0 or empty) next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_core_cpi,2026-02-16 22:00:00,pre-print copy / re-listing (actual 0.0 or empty) next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_core_cpi,2026-02-17 13:30:00,pre-print copy / re-listing (actual 0.0 or empty) next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_core_cpi,2026-08-17 12:30:00,pre-print copy / re-listing (actual 0.0 or empty) next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_cpi,2023-01-16 13:30:00,wrong-year copy of the 2024-01-16 print (identical -0.3/-0.3/0.1; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-17 13:30,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_employment_change,2023-01-05 13:30:00,wrong-year copy of the 2024-01-05 print (identical 0.1/12.2/24.9; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-06 13:30,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_ippi,2023-01-17 13:30:00,wrong-year copy of the 2024-01-17 print (identical -1.5/-0.7/-0.3; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-18 13:30,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_median_cpi,2023-01-16 13:30:00,wrong-year copy of the 2024-01-16 print (identical 3.6/3.3/3.6; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-17 13:30,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_retail_sales,2023-01-19 13:30:00,"wrong-year copy of the 2024 print (identical actual/forecast/previous, 365 days apart)",migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_s_p_global_manufacturing_pmi,2023-01-02 14:30:00,wrong-year copy of the 2024-01-02 print (45.4/0.0/47.7); FF lists a bank holiday / no such event that day; real Jan-2023 print present at 2023-01-03 14:30 (49.2),migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_s_p_global_manufacturing_pmi,2023-01-03 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2023-02-01 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2023-03-01 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2023-04-03 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2023-05-02 07:30:00,another country's PMI filed under CAD (release time 07:30 UTC = the CHF procure.ch PMI slot); purged 2026-07-30 (docs/pmi-219-purged-rows.csv) and re-introduced later by an archive re-scan,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_s_p_global_manufacturing_pmi,2023-06-01 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2023-07-03 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2023-08-02 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2023-09-01 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2023-10-02 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2023-11-01 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2024-01-02 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2024-01-03 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2024-02-01 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2024-03-01 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2024-04-02 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2024-05-02 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2024-06-03 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2024-07-01 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2024-08-02 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2024-09-02 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2024-10-01 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2024-11-01 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2024-12-02 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-01-02 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-01-03 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-02-03 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-03-03 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-04-01 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-05-02 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-06-02 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-07-01 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-08-04 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-09-01 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-10-01 07:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-11-03 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-12-01 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2025-12-04 08:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_s_p_global_manufacturing_pmi,2026-07-02 12:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
cad_trimmed_cpi,2023-01-16 13:30:00,wrong-year copy of the 2024-01-16 print (identical 3.7/3.4/3.5; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-17 13:30,migrations/2026-09-25_backfill_ff_calendar_pages.py
cad_unemployment_rate,2023-01-05 13:30:00,wrong-year copy of the 2024-01-05 print (identical 5.8/5.9/5.8; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-06 13:30,migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_cpi,2023-01-08 07:30:00,"wrong-year copy (no actual) of the 2024-01-08 release (same forecast -0.1 / previous -0.2), dated on a Sunday",migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_cpi,2024-01-06 07:30:00,"JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_gdp,2026-02-25 08:00:00,"JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_ppi,2024-01-14 07:30:00,"JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_ppi,2025-04-13 21:00:00,pre-print copy / re-listing (actual 0.0) next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_ppi,2025-04-14 06:30:00,DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_procurech_manufacturing_pmi,2024-01-02 08:30:00,"JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_procurech_manufacturing_pmi,2025-01-02 08:30:00,JB 0.0 placeholder on a level/index series next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_procurech_manufacturing_pmi,2025-12-01 08:30:00,JB 0.0 placeholder on a level/index series next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_retail_sales,2023-01-08 07:30:00,"wrong-year copy of the 2024 print (identical actual/forecast/previous, 365 days apart)",migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_retail_sales,2024-01-30 07:30:00,"JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_retail_sales,2025-01-05 22:00:00,pre-print copy / re-listing (actual 0.0) next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_retail_sales,2025-01-06 06:30:00,DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_retail_sales,2025-09-01 05:30:00,DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_retail_sales,2026-02-26 07:30:00,"JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_retail_sales,2026-09-01 06:30:00,DST/pre-print copy (0.0 placeholder) <=2h from the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_unemployment_rate,2024-01-07 06:45:00,"JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_unemployment_rate,2025-06-04 21:00:00,JB 0.0 placeholder on a level/index series next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
chf_unemployment_rate,2025-06-05 05:45:00,JB 0.0 placeholder on a level/index series next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
eur_core_cpi,2023-01-05 10:00:00,wrong-year copy of the 2024-01-05 print (identical 3.4/3.4/3.6; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-06 10:00,migrations/2026-09-25_backfill_ff_calendar_pages.py
eur_cpi,2023-01-05 10:00:00,wrong-year copy of the 2024-01-05 print (identical 2.9/3.0/2.4; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-06 10:00,migrations/2026-09-25_backfill_ff_calendar_pages.py
eur_ecb_interest_rate_decision,2023-01-25 13:15:00,"wrong-year copy of the 2024-01-25 print (identical 4.5/4.5/4.5; the JB archive dated part of Jan-2024 as Jan-2023); the ECB held no meeting in January 2023 (next: 2023-02-02, present)",migrations/2026-09-25_backfill_ff_calendar_pages.py
eur_ecb_interest_rate_decision,2024-01-30 13:15:00,"JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
eur_gdp,2023-01-30 10:00:00,"pre-print copy / re-listing with no actual, next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
eur_retail_sales,2023-01-08 10:00:00,wrong-year copy of the 2024-01-08 print (identical -0.3/-0.3/0.4; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-06 10:00,migrations/2026-09-25_backfill_ff_calendar_pages.py
eur_s_p_global_manufacturing_pmi,2026-02-20 08:00:00,JB 0.0 placeholder on a level/index series next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
eur_s_p_global_services_pmi,2026-02-20 08:00:00,JB 0.0 placeholder on a level/index series next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
eur_sp_global_services_pmi,2024-01-06 09:00:00,"JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_average_weekly_earnings_total_pay,2023-01-16 07:00:00,wrong-year copy of the 2024-01-16 print (identical 6.5/6.8/7.2; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-17 07:00,migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_average_weekly_earnings_total_pay,2024-01-21 07:00:00,"JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_claimant_count_change,2023-01-16 07:00:00,wrong-year copy of the 2024-01-16 print (identical 11.7/18.1/0.6; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-17 07:00,migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_claimant_count_change,2024-01-21 07:00:00,"JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_core_cpi,2023-01-17 07:00:00,wrong-year copy of the 2024-01-17 print (identical 5.1/4.9/5.1; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-18 07:00,migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_cpi,2023-01-17 07:00:00,wrong-year copy of the 2024-01-17 print (identical 4.0/3.8/3.9; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-18 07:00,migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_cpi,2024-01-15 07:00:00,"JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_gdp,2023-01-12 07:00:00,wrong-year copy of the 2024-01-12 print (identical 0.3/0.2/-0.3; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-13 07:00,migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_industrial_production,2023-01-12 07:00:00,wrong-year copy of the 2024-01-12 print (identical 0.3/0.3/-1.3; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-13 07:00,migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_ppi_output,2023-01-17 07:00:00,wrong-year copy of the 2024-01-17 print (identical -0.6/-0.2/0.0; the JB archive dated part of Jan-2024 as Jan-2023); real Dec-2022 print present at 2023-01-25 07:00 (-0.8; ONS published it late),migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_ppi_output,2025-10-22 06:00:00,pre-print copy / re-listing (actual 0.0) next to the real print of the same release,migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_retail_sales,2023-01-19 07:00:00,wrong-year copy of the 2024-01-19 print (identical -3.2/-0.5/1.4; the JB archive dated part of Jan-2024 as Jan-2023); real Jan-2023 print present at 2023-01-20 07:00,migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_retail_sales,2024-01-17 07:00:00,"JB placeholder 0/0/0 (actual, forecast and previous all 0.0) next to the real print of the same release",migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_s_p_global_cips_manufacturing_pmi,2023-01-02 09:00:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-01-02 09:30:00,wrong-year copy of the 2024-01-02 print (46.2/46.4/46.4); FF lists a bank holiday / no such event that day; real Jan-2023 print present at 2023-01-03 09:30 (45.3),migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_s_p_global_cips_manufacturing_pmi,2023-01-02 14:45:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-01-03 14:45:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-01-04 00:30:00,"another country's PMI filed under GBP and dated a year early: identical to the JPY au Jibun Bank final PMI of 2024-01-04 00:30 (47.9/47.7/47.7, present as jpy_au_jibun_bank_manufacturing_pmi); purged 2026-07-30 (docs/pmi-219-purged-rows.csv) and re-introduced later by an archive re-scan",migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_s_p_global_cips_manufacturing_pmi,2023-02-01 00:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-02-01 09:00:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-02-01 14:45:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-03-01 00:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-03-01 09:00:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-03-01 14:45:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-04-03 00:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-04-03 08:00:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-04-03 13:45:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-05-01 00:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-05-01 13:45:00,another country's PMI filed under GBP (release time 13:45 UTC = the USD S&P Global PMI slot); purged 2026-07-30 (docs/pmi-219-purged-rows.csv) and re-introduced later by an archive re-scan,migrations/2026-09-25_backfill_ff_calendar_pages.py
gbp_s_p_global_cips_manufacturing_pmi,2023-05-02 08:00:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-05-30 21:00:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-06-01 08:00:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-06-01 13:45:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-07-03 00:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-07-03 08:00:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-07-03 13:45:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-08-01 00:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-08-01 08:00:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-08-01 13:45:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-09-01 00:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-09-01 08:00:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-09-01 13:45:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-10-02 00:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-10-02 08:00:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-10-02 13:45:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-11-01 00:30:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
gbp_s_p_global_cips_manufacturing_pmi,2023-11-01 13:45:00,purged earlier (see source),PMI cross-country purge 2026-07-30 (docs/pmi-219-purged-rows.csv)
